"194.5","208.0","224.0","243.5","270.0","293.0","316.5","334.5","349.0","360.0","366.0","367.5"
"255.5","251.5","248.5","245.5","241.0","233.5","226.5","223.5","222.0","221.0","220.5","219.0"
"288.5","292.5","292.5","292.5","292.5","293.0","293.0","293.0","293.5","294.0","294.5","294.5","294.0","292.5","292.0","290.5","289.5","288.0","286.5","283.5","279.0","271.0","269.5"
"169.5","177.0","186.5","192.0","209.0","219.5","240.0","259.5","273.0","293.5","315.0","338.0","357.0","371.5","391.5","401.0","414.5","422.0","425.0","426.0","426.0","414.0","412.5"
"240.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.5"
"286.0","291.0","294.0","297.5","305.5","315.0","321.0","331.0","333.0"
"201.0","208.0","217.5","229.0","241.0","242.5"
"385.0","379.5","375.5","369.0","358.5","357.0"
"360.5","357.5","352.5","345.5","336.5","328.5","326.5"
"273.5","280.0","288.0","294.0","299.0","309.5","311.0"
"321.5","328.5","336.5","342.5","347.0","351.0","353.5","355.5"
"347.5","351.5","356.5","364.0","369.0","372.0","374.0","375.5"
"330.0","334.0","339.0","344.5","349.0","354.5","356.0"
"149.0","158.0","164.5","168.0","175.0","185.0","186.5"
