"127.0","162.5","189.0","220.0","254.5","288.5","319.5","347.5","369.5","382.5","390.0","391.5","388.5","387.0"
"264.0","252.5","244.0","227.5","215.0","199.5","190.0","179.0","170.5","168.0","166.5","165.0","163.5","162.0"
"259.5","261.5","263.0","265.0","266.5","268.0","270.5","275.0","280.0","284.5","287.0","288.5","290.0","290.0","290.0","290.0","290.0","290.0","287.5","285.5"
"111.5","119.5","136.5","165.5","198.5","236.0","268.5","303.5","342.5","383.0","421.5","452.0","480.0","502.0","521.5","528.0","530.0","529.0","511.5","510.0"
"198.0","206.5","211.0","214.5","216.5","218.0"
"296.5","301.5","308.5","316.5","322.0","323.5"
"192.0","196.0","202.5","211.5","224.0","239.0","241.0"
"457.0","451.5","437.5","421.5","399.5","376.0","374.5"
"354.0","351.0","348.0","343.5","335.0","333.5"
"256.5","265.5","271.0","281.5","292.5","294.0"
"328.5","338.5","345.0","355.0","365.5","375.5","389.5","398.5","407.0","409.0"
"358.0","367.0","373.0","384.0","395.5","401.0","410.5","417.0","418.5","420.5"
"320.0","330.0","341.5","358.0","375.0","396.0","421.0"
"120.0","119.0","120.5","127.5","133.5","137.0","138.5"
