"163.5","170.5","187.5","215.5","251.0","292.0","331.5","363.0","382.5","393.5","396.0","397.5"
"216.5","213.5","209.0","200.5","194.5","180.5","169.0","157.0","146.0","142.0","134.0","132.5"
"290.5","289.5","289.5","287.0","284.5","282.5","282.5","282.5","282.5","282.5","283.5","284.5","284.5","285.0"
"109.0","139.5","174.0","216.0","264.5","314.0","353.5","394.5","426.5","451.5","471.0","477.0","473.0","471.5"
"193.0","197.5","202.5","209.5","213.0","214.5"
"275.5","287.0","295.0","305.0","318.0","319.5"
"180.5","187.5","202.5","222.5","247.5","249.0"
"399.5","394.5","379.0","356.0","330.0","328.0"
"352.0","350.5","348.0","343.0","341.0"
"264.0","267.5","272.5","287.5","289.5"
"344.5","353.0","367.0","379.5","392.0","394.0"
"347.5","350.5","364.0","372.0","375.0","377.0"
"363.5","374.5","389.0","390.5"
"106.0","112.5","116.5","118.0"
