"69.5","73.5","81.5","98.0","117.0","144.0","174.0","208.0","243.5","279.0","313.5","345.5","375.0","399.0","416.0","426.5","433.0","435.5","435.5","430.0","428.5"
"203.0","202.5","202.0","199.0","194.0","188.0","181.5","174.5","165.5","158.5","153.0","147.5","143.0","139.5","138.5","138.0","138.0","138.0","138.5","143.0","144.5"
"305.0","304.5","304.0","303.0","302.0","302.0","302.0","302.0","302.5","304.0","304.5","306.0","308.0","309.5","310.5","311.0","311.5","311.5","311.5","311.0","310.0","307.0","302.0","296.0","280.0","260.5","259.0"
"114.5","119.0","128.0","139.0","153.0","171.5","190.5","211.0","232.5","256.0","281.0","308.5","333.0","358.5","380.0","402.0","416.5","427.5","433.5","437.5","439.0","439.0","438.5","435.0","428.0","415.5","413.5"
"146.5","151.5","153.5","157.5","161.0","163.5"
"267.5","277.5","286.5","301.5","318.5","340.5"
"116.5","118.0","132.5","153.5","180.0","214.5","216.5"
"443.5","438.5","415.0","394.0","372.0","345.0","343.0"
"440.5","415.0","393.5","392.0"
"235.0","253.0","272.5","274.5"
"374.0","378.0","388.0","399.5","420.0","442.0","465.5","489.0","508.5"
"342.0","345.0","353.5","362.0","374.5","385.5","395.5","402.0","404.0"
"393.5","400.0","410.5","424.5","444.5","469.5","471.0"
"85.0","90.0","96.0","103.5","114.5","124.5","126.5"
