"171.0","195.0","224.0","260.5","297.0","333.5","366.5","393.5","411.5","423.5","425.0"
"187.0","182.0","174.0","169.0","165.5","158.0","151.5","148.5","147.0","146.0","144.5"
"244.5","245.5","245.5","246.5","251.0","255.5","259.0","263.0","265.0","267.0","268.5","269.0","269.5","270.5","272.0","273.0","274.5"
"63.0","68.5","85.0","110.0","139.0","175.0","213.5","250.5","290.5","325.0","359.5","390.0","411.5","427.0","443.5","448.5","450.0"
"182.0","187.0","192.0","197.5","204.0","205.5"
"245.5","253.0","267.5","282.0","296.0","297.5"
"177.5","189.5","204.0","221.0","222.5"
"375.5","356.5","341.5","322.0","320.5"
"369.5","362.0","352.0","339.0","325.0","323.5"
"196.5","211.5","221.0","239.5","255.5","257.0"
"306.0","315.5","325.5","338.5","353.5","370.5","383.0","384.5"
"300.5","306.5","315.0","320.5","326.0","336.5","342.0","343.5"
"343.5","352.0","368.0","388.5","408.5","410.0"
"66.5","82.5","92.0","109.5","120.0","121.5"
