"234.0","240.0","250.0","262.0","277.5","293.5","311.5","330.5","348.0","361.5","371.0","378.0","382.0","383.5"
"219.5","219.0","219.0","217.5","213.5","207.0","201.0","197.0","195.5","194.5","193.5","193.0","192.0","190.0"
"296.0","297.5","297.5","299.0","302.0","304.5","307.0","307.5","308.0","308.5","308.5","308.5","308.5","308.5","308.5","308.5","307.0","304.5","302.0","297.0","292.0","282.5"
"140.5","149.0","159.5","168.0","187.5","208.0","228.0","247.5","271.0","300.0","323.5","347.5","371.5","394.5","415.5","425.5","437.5","444.0","445.0","442.5","434.0","423.5"
"241.0","241.5","241.5","241.5","241.5","241.5","241.5","240.5"
"273.0","279.0","290.5","296.5","305.0","315.0","321.0","322.5"
"207.5","217.0","230.5","244.0","260.0","273.0","274.5"
"376.5","374.0","366.5","357.0","350.5","347.5","346.0"
"390.0","387.0","380.0","372.5","365.0","355.5","348.5","347.0"
"249.5","254.5","262.5","268.0","272.5","283.5","291.5","293.5"
"345.5","350.0","356.0","364.0","372.0","380.5","389.5","399.0","409.0","410.5"
"341.5","346.0","349.5","360.0","371.0","384.0","397.0","409.5","421.0","423.0"
"329.0","332.0","337.0","342.0","348.0","356.5","363.5","365.0"
"133.0","136.0","139.0","142.5","152.0","162.0","168.0","170.0"
