"185.5","190.0","200.5","218.0","240.5","265.5","292.5","320.5","345.5","365.0","382.5","394.0","401.5","405.5","405.5","406.5"
"242.5","241.0","239.5","231.0","223.5","220.0","214.0","203.0","197.0","194.5","193.5","192.5","192.0","191.5","190.0","188.5"
"298.5","299.0","299.5","301.5","305.0","308.5","312.5","316.0","319.0","321.0","322.0","322.5","322.5","322.5","322.5","322.5","321.5","319.0","315.0","307.5","306.0"
"152.5","163.0","180.5","203.5","233.0","261.5","290.5","318.0","343.5","365.0","387.0","402.5","421.0","428.5","438.5","442.5","443.0","438.0","428.0","404.5","403.0"
"241.5","246.0","253.0","260.5","267.5","269.0"
"272.5","273.5","274.5","280.5","288.5","290.0"
"226.5","234.5","245.5","265.0","286.5","307.5","309.0"
"357.5","350.5","346.5","330.0","318.0","302.0","300.5"
"371.5","367.5","361.0","351.5","342.5","331.5"
"224.5","234.0","243.0","261.5","274.0","306.5"
"335.5","340.0","347.0","356.0","368.5","386.0","402.0","416.0","431.0","444.0","452.5","460.0","463.5","465.0"
"298.0","298.5","300.0","310.0","319.0","330.5","343.5","349.0","354.5","360.5","363.5","363.5","358.0","356.5"
"372.5","380.0","388.0","398.5","406.5","408.5"
"115.0","127.0","137.5","158.0","171.0","172.5"
