"152.0","166.0","187.0","216.0","248.5","285.0","320.0","354.0","386.0","413.0","431.0","445.5","450.0","451.5"
"175.0","170.5","168.5","164.0","153.5","145.0","138.5","125.5","118.0","114.5","109.5","102.0","96.5","95.0"
"273.0","271.5","271.5","271.5","271.0","271.0","271.5","276.5","282.0","285.5","287.5","288.0","288.0","288.0","288.0","287.5","285.0","283.0"
"61.5","77.0","97.5","129.0","161.5","190.5","221.0","258.0","292.0","321.0","349.0","373.0","396.5","417.5","426.0","431.0","431.5","433.0"
"182.0","185.0","189.5","193.0","198.0","200.0"
"243.5","251.5","265.0","273.5","290.0","291.5"
"165.0","170.0","184.0","201.0","220.0","240.0","241.5"
"376.5","374.5","360.0","347.5","328.0","304.0","302.0"
"340.0","340.5","340.5","338.5","334.5","324.0"
"214.0","216.0","219.0","233.0","242.0","257.0"
"306.5","307.5","314.0","323.0","338.0","351.5","364.5","377.5","379.0"
"297.0","308.5","317.5","322.0","331.0","340.5","345.0","347.5","349.0"
"358.0","357.5","362.0","370.0","379.5","394.0","395.5"
"59.5","60.0","65.0","83.0","93.5","111.5","113.0"
