"155.0","163.0","178.0","202.0","230.5","263.0","298.5","331.5","359.0","378.5","393.5","402.0","406.5","408.5"
"223.0","220.5","220.0","213.5","201.0","193.5","181.0","171.0","168.0","166.0","164.5","162.5","158.0","156.5"
"303.0","304.5","305.0","309.0","314.0","319.0","324.0","328.5","331.5","333.5","334.0","334.5","334.5","334.5","333.5","329.5","328.0"
"116.5","127.5","141.0","165.5","198.0","234.5","265.5","293.0","320.5","347.5","370.0","394.0","409.0","422.0","426.0","427.5","429.0"
"216.5","227.5","240.5","252.0","263.0","265.0"
"296.0","290.5","282.0","277.0","276.5","274.5"
"212.0","216.5","226.5","243.5","264.5","288.0","290.0"
"360.0","356.0","351.0","334.5","320.0","300.0","298.5"
"385.5","379.5","371.5","360.0","348.5","347.0"
"213.0","218.5","232.5","244.5","264.0","265.5"
"337.0","340.5","348.0","359.0","373.5","392.0","407.5","427.5","445.5","458.0","468.0","469.5"
"279.5","282.5","288.5","293.5","299.0","313.5","321.0","331.0","343.0","347.0","348.0","350.0"
"368.5","372.5","375.0","380.0","386.5","393.0","394.5"
"81.0","87.5","95.0","108.0","115.0","132.0","133.5"
