"214.5","221.5","233.5","248.5","268.0","292.0","313.5","331.0","348.0","360.5","370.0","376.5","379.5","379.5","381.0"
"251.5","249.5","248.5","247.0","244.0","238.5","231.0","226.0","223.0","221.5","221.0","221.0","220.5","220.0","218.5"
"284.0","286.0","286.5","288.5","291.0","293.0","296.5","299.5","300.0","300.0","300.0","300.0","300.0","299.5","297.5","296.5","294.5","292.5","290.5","287.0","283.5","278.5","277.0"
"180.5","186.5","192.0","199.5","211.5","223.5","241.0","262.0","285.5","309.0","331.5","355.0","377.0","399.0","421.5","441.5","452.0","465.5","473.0","476.5","476.5","469.0","467.5"
"226.5","227.0","227.0","227.0","226.5","226.0","225.5","224.0","222.5"
"298.5","302.0","314.5","321.5","330.5","342.0","347.5","356.0","357.5"
"181.5","192.0","206.5","224.0","225.5"
"417.0","406.5","401.0","392.0","390.5"
"370.5","367.5","362.0","354.5","347.0","339.0","331.0","325.5","324.0"
"299.0","302.0","311.0","318.0","322.0","328.5","339.0","343.5","345.0"
"343.5","350.0","358.0","365.0","374.0","382.0","392.5","399.0","406.5"
"379.0","389.0","398.0","404.5","418.5","426.0","443.0","450.5","455.5"
"318.0","323.0","329.0","337.0","345.5","354.0","364.0","365.5"
"165.5","167.5","169.0","177.0","187.0","191.5","198.0","199.5"
