"134.0","139.5","158.5","186.5","215.0","243.5","273.0","303.5","332.0","355.5","372.0","382.0","386.0","386.0","386.5"
"199.5","194.5","192.5","186.0","175.0","168.0","158.0","145.5","138.5","129.0","122.0","119.0","117.5","116.0","114.5"
"280.5","275.0","272.5","271.0","271.0","272.0","275.0","277.5","278.5","282.5","286.0","287.5","287.5","287.5","286.5","286.5","286.0","286.0","285.5","284.0"
"63.5","70.0","84.0","107.0","132.0","161.0","189.5","227.0","267.0","303.0","340.5","371.0","397.0","423.5","445.5","460.5","471.5","475.0","475.0","474.0"
"191.0","186.5","188.0","192.0","198.0","201.5","201.5"
"286.0","281.0","288.0","294.5","312.0","324.0","345.0"
"185.5","186.0","195.0","211.5","230.0","248.5","250.5"
"400.0","398.5","386.5","372.5","353.0","326.0","324.5"
"353.0","349.0","345.0","337.5","327.5","320.5","319.0"
"208.0","216.5","227.0","241.0","262.0","274.0","275.5"
"315.5","318.5","321.5","328.0","338.5","348.5","359.0","369.5","378.0","386.5","393.0","394.5"
"308.5","315.0","320.0","324.0","333.0","342.5","347.5","352.0","356.5","359.5","359.5","360.0"
"348.5","359.5","371.5","384.5","386.0"
"61.0","63.0","64.0","71.0","73.0"
