"156.5","164.0","178.0","196.5","229.0","261.0","294.5","326.5","350.0","365.5","374.0","375.5"
"225.5","222.5","222.0","219.5","210.5","199.0","193.5","189.5","185.0","182.5","180.0","178.0"
"284.5","281.5","281.5","281.5","282.0","282.5","282.5","282.5","281.0","278.5","275.5","273.0","270.5","268.0","265.5","263.5"
"143.5","166.5","191.0","223.5","262.5","295.0","325.5","351.0","371.5","393.5","415.0","427.0","438.5","443.0","443.0","442.0"
"190.0","201.0","214.0","227.5","240.5","242.0"
"287.0","284.5","284.5","285.5","291.0","292.5"
"180.5","190.5","207.5","231.0","254.5","276.5","278.0"
"367.0","355.0","347.5","331.0","318.5","301.0","299.0"
"354.0","348.5","342.0","330.5","324.0","317.5","316.0"
"228.0","236.0","242.0","262.0","273.5","302.5","304.0"
"342.0","353.5","368.5","387.0","404.0","421.0","432.5","440.5","443.0","444.5"
"315.0","321.0","329.0","343.5","349.5","355.0","356.0","355.0","348.0","346.5"
"363.5","365.0","367.0","372.5","383.0","384.5"
"103.5","114.0","130.0","140.0","156.5","158.0"
