"165.0","176.0","194.0","220.0","252.0","285.0","316.0","341.5","359.0","371.5","379.5","383.0","383.0","382.0"
"220.0","218.0","215.5","205.0","197.0","193.0","185.5","177.0","172.5","171.0","170.0","169.0","168.0","166.0"
"294.0","290.0","289.0","289.0","289.0","289.5","292.0","295.5","298.0","299.5","299.5","299.5","298.0","295.0","293.0","291.5","290.5","288.5","285.0","283.5"
"117.0","129.0","139.0","160.5","189.5","218.5","253.0","289.5","319.0","346.5","372.5","397.0","417.5","427.5","442.5","448.5","450.0","450.0","435.0","433.0"
"208.5","212.5","220.0","229.0","237.5","245.0","252.5","256.0"
"272.5","272.5","272.5","272.5","273.0","276.0","282.5","312.5"
"181.0","190.0","203.0","220.0","239.0","260.0","276.0"
"361.0","352.0","346.0","333.0","323.5","309.5","298.0"
"365.0","359.5","350.5","341.5","330.0","322.5","316.0","314.0"
"225.5","230.5","240.5","248.0","265.5","279.0","292.5","294.0"
"345.5","354.0","366.5","381.0","401.5","417.0","429.0","439.0","445.5","450.0","451.0","452.5"
"303.5","315.5","322.0","328.5","341.5","347.0","350.0","352.5","352.5","352.5","336.5","335.0"
"368.0","372.0","375.0","380.5","387.5","393.5","400.0","401.5"
"93.5","103.0","111.5","116.5","131.0","140.5","160.5","162.5"
