"174.5","193.0","216.5","249.0","287.5","322.0","351.5","371.5","386.0","394.0","395.5"
"208.5","199.5","194.5","190.0","180.0","172.5","170.0","169.0","169.0","168.5","167.0"
"290.0","287.5","287.5","287.5","287.5","289.0","291.5","293.5","294.0","294.0","290.0","287.0","283.0","279.5","277.5"
"114.5","126.0","146.5","184.5","217.0","257.0","293.5","323.5","350.5","372.5","397.0","408.0","417.0","418.5","420.5"
"195.0","206.0","218.0","232.0","243.5","245.5"
"264.5","258.5","254.5","252.5","252.5","251.5"
"182.0","188.5","200.0","218.5","239.5","241.0"
"348.5","345.5","331.0","320.5","303.0","301.5"
"354.5","345.5","336.0","322.0","312.5","311.0"
"194.5","205.0","216.5","240.0","263.5","265.0"
"343.5","354.0","369.0","389.5","411.5","430.5","444.0","455.0","462.0","463.5"
"290.0","297.5","316.0","335.5","349.0","360.0","364.5","362.0","353.5","352.0"
"382.0","385.0","392.0","399.0","409.0","411.0"
"91.0","97.5","109.5","115.0","127.0","129.0"
