"110.5","114.5","128.0","146.5","177.0","210.0","246.0","286.5","327.0","365.5","398.0","422.5","438.0","445.0","445.5","440.5","439.0"
"180.5","178.5","178.0","174.0","170.0","163.5","150.5","142.0","130.0","119.0","114.0","108.5","103.5","102.0","100.5","99.5","98.0"
"277.0","275.5","275.5","275.5","275.5","275.0","275.0","275.0","275.5","277.5","280.0","282.5","283.0","283.5","284.0","284.5","285.0","285.5","286.0","286.5","286.5","286.0"
"61.0","64.0","79.0","99.5","129.0","159.0","188.0","216.5","251.5","289.5","321.0","357.5","392.0","420.5","442.0","455.5","472.5","478.0","479.5","474.0","454.5","452.5"
"204.5","209.0","213.5","217.0","219.5","221.5"
"244.0","248.0","260.0","268.5","279.5","281.0"
"175.0","181.5","191.0","203.5","219.0","235.5","237.0"
"398.0","395.0","384.0","376.0","355.5","333.5","332.0"
"364.0","361.5","357.5","348.0","338.0","336.0"
"212.0","216.5","223.0","239.0","248.0","250.0"
"323.5","329.0","338.5","348.0","359.0","372.5","383.0","394.5","404.0","413.0","420.5","426.0","427.5"
"307.0","318.5","323.5","338.0","347.5","363.0","372.0","379.5","388.5","392.5","392.5","384.0","382.5"
"354.5","363.5","373.5","384.5","396.0","408.5","410.0"
"51.5","59.5","62.0","65.5","70.5","79.5","81.0"
