"190.0","216.0","244.5","280.5","316.5","350.5","383.0","411.5","434.0","452.0","467.5","476.5","480.0","482.0"
"193.5","192.0","189.0","180.0","172.0","168.0","164.0","158.0","151.5","148.5","145.5","143.5","138.5","137.0"
"321.5","321.0","321.0","324.5","329.5","335.0","338.5","341.0","341.5","342.0","342.0","342.0","341.5","341.5","341.5","341.5","342.0","343.5"
"91.5","111.0","132.5","158.0","186.5","215.0","246.0","286.0","321.0","357.5","394.5","423.0","446.0","466.5","476.5","481.5","483.5","485.0"
"276.5","276.5","279.0","284.0","287.0","288.5"
"261.0","263.5","269.0","282.5","293.0","294.5"
"239.5","244.5","256.0","278.0","302.0","326.5","328.0"
"415.5","416.0","408.5","396.5","379.0","356.0","354.5"
"427.0","426.0","423.5","417.5","416.0"
"247.0","255.5","265.5","272.5","274.5"
"392.0","399.5","413.0","427.0","446.0","458.5","469.5","476.5","482.0","484.0"
"336.5","344.5","348.0","353.0","362.0","368.5","371.5","372.5","372.5","372.0"
"415.0","424.0","435.5","450.0","468.0","489.0","491.0"
"87.5","90.5","99.5","109.5","117.5","133.5","135.5"
