"307.0","308.5","308.5","308.5","308.5","307.0","304.0","302.0","300.5","299.5","299.0","299.0","299.0","299.0","300.5","303.5","308.0","311.0","312.5"
"112.0","120.0","138.5","165.5","201.0","238.5","273.0","312.0","345.0","371.5","394.0","413.5","425.5","442.5","450.0","456.5","465.0","470.0","471.5"
"209.5","235.0","264.0","300.5","338.5","372.5","400.0","420.5","436.0","446.5","450.0","452.0"
"207.5","201.0","196.0","191.0","180.0","172.5","170.0","168.5","168.0","168.0","168.0","167.5"
"210.0","216.5","223.5","232.5","238.5","242.5","244.0"
"246.0","248.0","250.5","259.0","265.0","270.0","271.5"
"191.5","200.0","213.0","232.0","253.0","274.0","275.5"
"372.5","363.5","352.5","334.0","317.5","299.0","297.5"
"384.5","382.0","376.5","367.5","354.5","353.0"
"228.5","237.0","243.0","248.5","262.5","264.0"
"350.5","361.5","373.0","388.0","399.0","409.0","417.5","419.0"
"314.5","321.0","325.0","335.5","343.0","346.0","348.0","350.0"
"396.5","399.0","404.0","416.0","431.0","448.0","449.5"
"91.0","94.0","105.0","113.5","119.5","126.5","128.5"
