"125.0","130.5","145.0","172.5","203.0","238.5","276.5","312.5","343.0","367.5","383.5","394.0","400.5","404.0","405.5"
"186.0","185.0","184.0","179.5","173.0","165.5","158.0","151.0","145.0","140.0","136.5","133.5","131.0","127.0","125.5"
"202.0","197.5","197.5","201.0","207.0","213.0","219.0","225.0","230.5","236.5","248.0"
"120.5","129.5","142.0","160.5","179.5","198.0","212.5","225.0","232.5","236.5","234.5"
"323.5","321.5","320.5","316.5","311.0","304.5","298.0","290.0","279.5","277.5"
"97.5","103.0","114.0","128.5","147.5","166.5","185.5","206.0","225.5","227.0"
"190.0","195.0","209.0","233.5","257.5","280.0","297.0","311.0","320.0","321.5"
"289.0","285.5","282.0","273.0","266.0","261.5","259.0","257.5","257.0","255.5"
"150.5","159.0","177.0","203.5","235.0","267.5","297.0","320.5","337.0","347.0","354.0","356.5","358.0"
"371.5","367.0","363.0","354.5","343.5","333.0","322.5","314.5","310.5","308.5","307.0","307.0","306.5"
"279.5","272.5","264.5","255.5","244.0","232.0","220.5","212.0","204.0","198.0","196.0","195.5","195.5","201.0","213.0","231.5","253.0","268.0","285.0","299.5","309.5","319.0","326.5","328.0"
"333.5","335.5","339.5","349.0","362.5","382.0","400.5","415.0","429.0","438.0","443.0","446.0","447.5","447.5","444.5","437.5","428.5","421.5","415.5","410.0","406.5","402.0","398.5","397.0"
"300.5","304.0","309.0","317.0","326.5","336.5","346.5","357.5","370.0","371.5"
"375.0","383.5","391.5","403.5","414.0","425.5","436.0","446.5","456.5","458.0"
