"105.0","122.5","148.5","183.0","222.0","262.5","302.5","340.5","373.0","402.5","426.5","441.5","449.5","453.0","453.0","453.0"
"218.5","214.0","202.0","194.5","183.0","171.0","163.0","149.5","142.0","137.5","128.5","123.0","119.5","118.0","115.0","113.5"
"292.0","290.5","290.5","292.0","294.5","297.0","300.0","302.0","304.0","304.5","305.0","305.5","305.5","306.0","306.5","308.0","311.0","312.5","314.0"
"65.5","86.0","107.0","133.5","163.0","194.0","234.5","270.0","311.0","347.5","387.0","420.5","447.5","467.0","479.0","494.5","501.0","501.5","503.0"
"212.0","215.0","216.5","221.5","229.0","230.5"
"225.5","238.5","245.5","259.0","270.5","272.5"
"177.0","179.5","187.5","205.0","224.5","247.0","248.5"
"414.5","413.5","406.0","390.0","372.0","349.5","347.5"
"388.5","386.5","383.5","379.0","373.5","372.0"
"196.0","208.0","217.0","237.5","252.0","253.5"
"351.5","350.5","351.0","359.0","371.0","382.5","396.5","406.0","417.0","427.0","435.5","437.0"
"310.5","316.0","321.0","328.0","343.5","351.5","367.0","374.5","383.0","391.0","394.0","396.0"
"379.5","387.5","396.5","409.0","426.0","428.0"
"64.0","69.0","81.0","89.5","101.5","103.0"
