"75.0","83.0","98.0","125.0","156.0","190.5","227.0","264.5","304.5","345.5","385.5","422.0","456.0","483.5","501.0","514.0","521.5","525.5","526.0","520.5"
"183.0","182.0","182.0","179.5","176.5","172.0","167.0","162.5","157.5","153.0","148.5","146.0","144.0","143.5","143.0","143.0","143.0","143.0","144.0","147.0"
"279.5","281.5","282.0","283.0","283.5","283.5","283.5","283.5","283.5","284.0","285.0","287.0","288.0","289.0","289.5","289.5","289.5","286.5","274.5","273.0"
"74.0","82.5","97.5","119.0","150.5","186.5","226.0","269.5","314.0","357.5","399.5","436.0","466.0","486.0","497.5","502.5","503.0","498.5","482.5","481.0"
"132.5","134.5","140.5","151.0","164.0","176.5","178.0"
"273.5","273.0","279.0","291.5","311.0","331.5","333.0"
"149.0","146.0","146.0","150.5","170.5","197.5","227.5"
"471.0","466.5","461.5","452.0","429.5","402.0","373.5"
"445.5","440.5","435.0","425.0","411.5","399.5","398.0"
"234.0","228.5","230.0","239.5","257.0","279.5","281.0"
"394.0","398.0","409.0","423.5","447.0","471.0","495.5","513.5","515.5"
"385.0","389.0","390.5","397.0","408.5","418.0","427.5","432.5","434.0"
"401.0","404.0","411.5","424.0","441.0","454.0","455.5"
"63.5","65.5","71.0","81.0","94.5","104.5","106.5"
