"129.5","134.0","148.0","173.0","207.5","248.0","285.0","314.0","334.5","349.0","358.0","361.0","359.0","357.5"
"218.5","215.5","205.5","195.5","185.0","172.5","168.0","166.5","164.0","163.0","162.5","161.0","157.0","155.5"
"239.5","241.0","241.0","243.5","246.0","248.0","249.5","251.5","254.5","256.5","257.0","257.0","257.0","256.5","256.0","256.0","255.5","251.0","249.5"
"109.0","115.0","133.0","160.5","188.0","219.0","260.5","296.5","336.5","369.5","397.0","424.0","445.0","452.0","455.0","455.5","451.5","427.5","425.5"
"148.0","157.5","171.5","189.5","209.5","211.5"
"270.0","267.5","265.0","260.0","259.5","257.5"
"157.5","161.5","175.0","189.0","213.5","237.5","239.0"
"348.0","345.5","336.0","327.0","311.0","296.5","295.0"
"347.0","344.0","333.5","318.5","302.5","292.5","291.0"
"211.5","214.0","219.0","237.5","253.5","267.0","268.5"
"292.0","298.5","310.5","324.0","338.5","358.0","373.5","393.0","406.5","416.0","422.0","423.5"
"271.0","272.5","277.0","291.0","298.0","314.5","322.5","335.0","342.0","343.0","336.0","334.5"
"307.0","312.5","319.5","332.0","344.0","354.0","355.5"
"72.5","84.5","94.5","112.0","131.5","142.5","144.0"
