"183.0","231.5","264.0","298.0","330.5","358.5","378.0","392.5","402.0","404.0"
"175.0","168.0","161.0","150.5","144.5","143.5","142.5","142.0","141.0","139.5"
"307.5","306.0","306.0","306.0","307.0","307.5","310.5","313.5","314.5","315.0","316.5","317.0","317.5","317.5","317.5","314.0","309.0","302.0","293.0","291.5"
"85.0","90.0","108.0","127.5","156.0","187.0","217.0","252.0","288.5","318.0","344.5","370.5","393.5","409.5","423.0","429.5","433.0","433.0","422.0","420.5"
"211.0","219.0","230.5","242.0","252.5","261.0","258.5"
"221.0","220.0","220.0","220.0","221.5","233.5","243.0"
"187.5","190.5","200.5","217.0","241.5","266.0","289.5","291.0"
"321.0","317.5","308.0","299.0","282.0","269.5","250.5","249.0"
"383.5","377.5","370.0","362.0","353.0","347.5","345.5"
"168.5","174.0","186.0","193.0","210.0","217.5","219.0"
"363.5","372.5","384.5","399.5","414.0","429.0","443.0","451.0","456.5","458.0"
"255.5","268.5","275.5","290.0","296.5","303.0","306.5","306.5","302.5","301.0"
"394.5","406.5","416.5","425.5","432.5","440.0","441.5"
"65.0","81.5","94.0","109.5","119.0","134.5","136.0"
