"200.0","214.5","230.0","251.0","277.0","302.0","326.5","345.0","362.5","372.5","378.5","380.0"
"249.5","248.0","247.0","243.5","236.0","226.0","222.0","219.5","218.5","216.5","214.0","212.5"
"283.5","285.0","285.0","286.5","287.5","287.5","287.5","285.5","282.5","279.0","275.5","272.0","268.0","265.5","263.0","260.5","257.0","255.5"
"189.5","194.5","210.5","221.0","239.5","261.5","289.5","316.5","343.0","370.0","395.5","420.0","434.5","447.5","453.5","455.5","455.5","456.0"
"224.0","223.0","222.5","221.0","219.0","217.0","215.5","214.0"
"297.0","301.0","316.0","327.5","343.5","352.5","366.5","368.0"
"152.0","161.0","171.0","186.0","207.0","224.0","243.0"
"425.0","412.5","404.5","396.0","381.5","375.5","362.5"
"363.5","360.5","357.5","349.5","340.5","328.5","321.5","316.0","314.0"
"275.5","278.5","287.0","293.0","297.5","308.5","317.5","322.0","323.5"
"319.0","326.0","335.0","343.5","353.0","361.0","368.0","370.0"
"356.0","364.5","372.0","376.5","388.5","396.0","401.5","403.5"
"313.0","315.5","322.0","331.5","342.0","351.5","361.0","362.5"
"155.5","162.0","166.5","175.5","186.5","191.5","197.0","199.0"
