"187.5","190.0","194.5","205.0","221.0","240.5","264.5","288.5","314.0","339.5","362.5","376.5","387.0","393.5","395.5","397.0"
"264.0","260.0","258.0","253.5","249.0","245.5","240.5","230.0","222.0","218.5","212.0","206.0","202.5","201.5","200.0","198.5"
"292.0","291.5","291.5","291.5","291.5","291.5","291.0","289.0","287.5","285.5","284.0","281.5","277.5","274.0","271.0","268.0","266.0","263.0","260.5","259.5","258.0","257.0","256.0","253.5","247.0","239.5","238.0"
"146.0","150.5","158.5","164.0","168.0","179.5","188.0","209.0","222.0","241.5","262.5","283.0","301.0","320.5","342.5","369.0","387.0","401.0","420.5","430.0","442.5","447.5","449.5","449.5","443.0","434.5","432.5"
"215.0","215.0","215.0","215.0","214.5","214.0","213.0","211.5"
"298.0","300.0","312.5","320.0","340.0","347.0","354.0","355.5"
"148.0","152.0","159.0","168.0","184.5","198.0","214.0","215.5"
"418.0","413.5","406.0","401.5","390.0","380.0","373.0","371.5"
"372.5","367.0","358.0","348.5","338.0","327.5","322.0","320.5"
"270.0","272.5","277.5","289.0","295.0","305.0","315.0","316.5"
"311.5","319.0","326.5","338.5","350.0","363.0","375.5","384.5","386.0"
"350.0","353.0","360.0","368.0","372.5","377.0","383.5","388.0","389.5"
"328.0","333.5","341.0","348.0","355.5","364.0","365.5"
"136.0","140.5","146.5","156.5","162.5","168.0","170.0"
