"121.5","126.5","135.0","152.5","178.0","207.0","239.0","273.5","310.5","345.0","375.0","399.0","415.5","425.0","431.5","433.0"
"178.0","184.0","182.5","177.0","170.5","168.0","161.0","150.5","144.0","141.0","136.5","132.0","130.0","129.0","128.0","126.5"
"297.5","299.0","299.5","302.5","307.0","311.5","314.0","315.0","316.5","318.0","319.0","321.0","322.0","324.0","326.0","328.5","331.0","333.0"
"90.0","102.0","116.0","139.0","166.0","198.0","236.0","268.5","304.5","342.0","372.0","399.5","422.0","444.0","452.0","454.5","454.5","455.5"
"219.0","224.0","233.0","241.5","250.5","258.0","259.5"
"247.5","249.5","252.0","258.5","264.5","268.5","270.0"
"215.5","224.5","239.0","259.0","278.0","280.0"
"384.0","378.0","366.5","349.0","326.5","325.0"
"379.0","379.5","375.0","363.0","355.0","349.0","347.5"
"216.0","216.0","220.0","236.5","243.0","251.5","253.0"
"344.0","348.0","354.0","362.5","372.5","385.0","399.5","411.5","421.0","430.5","439.5","441.0"
"293.0","295.5","297.5","305.5","316.0","323.5","335.5","345.0","349.0","352.0","352.5","353.5"
"357.0","362.5","371.5","381.0","393.0","404.0","406.0"
"82.5","85.0","87.5","89.5","95.0","104.5","106.5"
