"205.0","211.0","217.0","225.5","240.5","258.0","276.5","295.5","314.5","333.0","346.0","359.0","367.5","372.0","373.5"
"246.5","246.0","246.0","245.5","243.0","238.5","232.0","226.5","223.5","222.0","221.0","221.0","221.0","221.0","219.5"
"300.5","299.5","299.5","299.5","299.5","299.5","298.5","296.5","295.5","295.0","295.0","294.5","294.0","292.5","291.0","288.5","283.5","278.0","273.5","269.0","263.0","261.0"
"169.0","179.5","187.5","193.0","209.0","221.0","241.5","263.5","286.5","302.0","322.5","344.5","369.0","394.0","418.5","438.0","452.0","469.0","476.5","479.5","480.5","482.0"
"231.0","233.5","233.5","233.5","233.5","233.0","231.5","230.0"
"296.5","307.5","317.5","324.0","338.0","344.5","349.0","350.5"
"180.0","190.0","198.5","212.0","226.5","239.0","241.0"
"425.0","419.0","411.0","404.0","399.0","389.5","388.0"
"370.5","366.5","360.5","354.0","347.5","336.5","328.5","327.0"
"274.5","279.5","289.0","294.0","300.0","312.5","318.5","320.5"
"322.5","326.5","332.0","338.5","344.0","353.0","360.5","370.0","375.5","382.0","386.0","387.5"
"357.5","365.0","371.5","375.0","383.5","395.0","402.5","419.0","427.0","441.5","448.0","449.5"
"327.5","330.0","335.0","340.5","347.0","354.5","363.0","365.0"
"147.0","146.5","150.0","157.0","161.5","166.0","173.0","175.0"
