"104.0","146.0","185.0","229.0","273.0","316.5","360.0","397.0","428.5","450.5","463.0","468.5","469.0","461.0","459.5"
"209.0","193.5","179.5","168.0","151.0","139.0","124.5","116.0","111.5","104.5","101.5","99.5","98.0","95.0","93.5"
"290.0","289.5","289.5","289.5","291.0","294.0","296.5","300.0","305.0","310.0","313.5","315.0","316.0","316.5","317.0","317.0","317.0","317.0","317.5"
"38.0","42.0","59.5","85.5","115.0","155.5","191.5","236.0","282.5","323.5","368.0","408.0","442.5","467.5","484.0","499.5","505.0","507.5","509.0"
"199.0","205.0","209.5","214.5","216.5"
"266.5","272.5","287.5","299.0","301.0"
"184.5","188.5","204.0","223.5","246.5","248.5"
"451.0","441.0","428.0","407.0","381.5","379.5"
"378.0","375.5","374.0","369.5","362.5","360.5"
"213.0","217.5","230.0","245.0","269.0","270.5"
"353.0","358.0","367.0","375.5","389.5","399.5","412.0","421.0","428.5","430.5"
"348.5","352.0","363.0","372.5","390.5","399.5","412.5","419.5","420.0","421.5"
"384.5","395.0","409.0","426.0","428.0"
"61.0","63.5","72.0","88.0","90.0"
