"146.5","160.5","178.5","200.5","225.0","253.0","281.5","308.5","328.5","343.0","344.5"
"215.5","212.5","206.5","199.5","196.0","194.5","191.5","187.5","185.0","183.5","182.0"
"239.0","236.5","236.5","238.5","241.0","242.5","244.0","246.0","248.5","251.5","254.0","256.5","258.0","260.0","260.5","260.5","260.5","257.0","255.5"
"142.0","149.5","162.0","177.5","190.0","213.0","236.5","265.0","290.5","316.0","335.5","354.5","372.0","392.5","403.5","416.0","420.5","420.0","418.0"
"144.5","150.5","161.0","172.5","183.5","192.5","201.0","202.5"
"270.0","271.5","271.5","272.0","273.0","274.5","276.0","277.5"
"152.0","165.5","183.0","204.5","223.0","224.5"
"351.0","346.5","329.5","315.0","301.5","300.0"
"348.0","345.0","337.0","325.5","309.0","294.5","282.5","280.5"
"248.5","251.5","257.5","265.0","270.5","277.0","287.0","288.5"
"304.5","315.0","325.5","337.5","349.0","360.0","369.0","370.5"
"326.0","338.5","346.5","350.5","356.5","360.0","360.0","360.5"
"296.5","302.5","309.5","316.5","324.0","326.0"
"119.0","128.0","137.5","141.0","149.0","151.0"
