"124.5","141.5","165.5","195.5","231.5","270.5","309.0","344.0","376.0","399.0","416.0","426.5","433.0","433.0","422.0"
"206.5","200.5","196.5","194.5","188.0","177.0","170.0","168.0","165.5","163.0","162.5","161.5","159.5","153.0","144.0"
"296.0","294.0","294.0","294.0","294.5","295.5","295.5","295.5","296.0","297.0","298.5","299.0","299.0","299.0","294.5","286.5","285.0"
"93.5","113.0","134.5","162.5","195.5","238.5","286.5","326.0","366.0","398.0","423.0","441.0","451.5","457.5","459.0","455.5","454.0"
"189.5","192.0","202.5","215.0","232.5","247.0","261.0","268.5","270.5"
"272.0","268.5","261.5","255.5","251.5","251.0","251.5","261.0","262.5"
"195.0","201.5","221.5","245.0","270.5","272.5"
"347.0","345.5","330.5","319.0","302.0","300.5"
"384.5","375.0","362.0","349.0","333.5","325.0","323.5"
"215.0","219.0","234.5","245.5","265.5","271.0","272.5"
"328.5","336.5","346.5","359.0","372.5","386.5","400.5","410.0","418.0","423.5","426.0","428.0"
"272.5","274.0","277.0","286.0","294.0","301.5","316.0","321.5","323.5","323.5","310.0","308.5"
"368.5","371.0","375.0","380.0","385.5","392.0","393.5"
"61.0","63.0","71.5","83.0","91.0","107.5","109.5"
