"75.0","83.0","97.5","115.0","142.0","173.0","209.0","245.5","286.0","325.5","362.5","393.0","414.5","429.0","438.5","442.5","444.0"
"178.0","173.5","170.5","168.5","166.5","160.5","150.0","143.5","140.0","129.5","121.0","117.0","116.0","114.5","112.5","112.0","110.5"
"248.5","248.0","248.5","253.0","258.0","263.5","268.0","273.0","276.5","280.0","282.5","285.0","286.0","286.5","286.5","286.5","286.5","286.5","282.0","280.0"
"42.5","60.5","80.5","107.0","136.0","163.5","193.5","231.0","267.5","305.0","342.5","372.0","397.5","419.0","431.0","445.0","449.5","451.0","429.0","427.5"
"173.0","177.5","183.0","187.5","191.0","193.5","196.0"
"222.5","231.0","241.0","259.0","270.0","290.0","304.0"
"168.0","178.0","185.5","193.5","207.5","228.5","247.0","248.5"
"401.0","398.0","391.0","381.5","372.0","352.5","328.0","326.5"
"377.5","375.0","370.0","358.5","349.0","335.5","333.5"
"195.0","201.5","216.0","236.0","250.0","267.5","269.5"
"341.0","349.0","362.5","377.5","390.5","402.5","414.0","421.5","430.5","432.0"
"319.0","322.0","328.0","342.5","349.5","362.0","370.5","374.5","376.0","377.5"
"344.0","348.0","356.0","365.0","377.5","394.5","396.0"
"60.5","63.0","70.5","82.5","90.5","110.5","112.0"
