"142.0","158.5","163.5","168.0","169.5","171.0"
"119.0","135.0","144.5","152.5","161.0","163.0"
"93.5","99.0","107.5","118.0","135.0","157.0","178.0","196.0","207.0","213.0","214.5","214.5","208.0","187.5","161.0","134.5","112.0","93.5","77.5","76.0"
"222.0","222.5","222.5","222.5","221.5","221.5","221.5","223.5","227.0","229.0","230.5","232.0","237.0","253.0","275.0","301.0","323.0","339.0","351.5","353.0"
"182.5","181.5","181.5","181.0","181.0","181.0","182.0","183.0","183.0","183.0"
"274.5","287.5","308.5","338.5","366.5","394.0","413.5","427.5","436.0","437.5"
"181.0","183.5","189.0","196.0","205.0","214.5","227.0","236.0","244.5","246.0"
"257.5","260.0","263.0","270.5","281.5","295.5","313.0","326.0","337.0","338.5"
"247.0","240.5","228.5","207.5","206.0"
"244.0","249.5","252.5","263.5","265.0"
"294.5","299.5","308.5","319.5","336.5","354.5","369.0","383.5","392.0","398.0","400.0","400.0","398.0","390.5","381.5","375.5","371.0","367.5","365.0","362.0","353.0","341.0","339.5"
"268.0","268.5","268.5","268.5","267.5","266.5","265.5","265.5","266.0","270.5","276.5","286.5","306.0","332.5","358.0","376.5","388.0","394.0","396.0","396.0","385.0","358.5","357.0"
"318.5","319.5","319.5","319.0","313.5","303.0","291.5","279.5","266.5","247.0"
"268.5","274.5","283.5","299.0","324.0","349.5","372.0","388.0","402.5","416.5"
