"187.0","201.0","211.0","228.5","247.5","268.0","289.0","309.0","326.0","338.5","348.0","355.5","357.5"
"238.0","231.5","227.0","223.0","221.0","219.0","215.5","211.5","208.0","206.5","206.0","205.5","204.0"
"285.0","285.0","285.0","285.5","286.5","287.0","287.5","288.5","289.5","290.0","290.5","291.0","291.0","291.0","291.0","290.0","285.5","282.0","278.5","274.5","269.5","265.5","259.5","250.5","243.0","237.0","235.5"
"159.5","163.0","166.0","172.0","184.5","192.0","211.5","221.0","239.0","252.5","266.5","287.5","302.0","318.5","340.5","353.0","371.0","385.0","396.0","403.0","413.5","418.5","420.0","419.0","410.5","405.0","403.5"
"224.0","224.0","224.0","224.0","224.0","224.0"
"250.5","260.0","268.0","274.5","287.0","288.5"
"174.5","176.5","180.5","190.0","205.0","219.5","221.0"
"360.0","356.5","353.5","351.0","347.5","338.0","336.0"
"366.5","364.0","356.5","348.5","338.5","329.0","327.5"
"246.5","252.0","261.5","267.5","275.0","287.0","289.0"
"320.0","324.0","330.0","337.0","343.5","350.0","358.0","359.5"
"325.5","327.0","329.0","336.5","343.0","347.5","355.0","356.5"
"306.5","311.5","318.0","323.5","328.5","330.5"
"138.0","141.5","143.0","151.0","159.5","161.0"
