"115.0","119.5","132.0","157.5","187.0","221.5","259.0","297.0","333.5","366.5","394.0","415.5","430.5","442.5","449.0","451.5","451.0","449.5"
"251.5","244.5","239.5","227.0","219.5","207.5","195.0","182.5","170.5","163.5","153.5","146.5","143.5","142.0","141.5","141.0","138.5","137.0"
"297.5","294.5","294.0","294.0","294.0","295.5","299.0","302.5","306.5","310.5","314.0","316.5","319.0","320.0","320.5","320.5","321.0","321.5","321.5","321.5","320.5"
"103.5","107.5","114.5","133.0","156.5","185.0","212.0","241.0","274.0","315.0","350.0","391.5","425.5","457.0","481.5","501.5","512.0","515.0","512.0","485.0","483.5"
"210.0","219.5","223.5","226.5","226.5","228.0"
"271.0","282.0","290.5","301.5","318.5","320.5"
"195.0","195.5","200.5","214.5","234.0","259.0","260.5"
"415.5","420.0","420.0","410.0","396.5","375.0","373.5"
"369.0","367.5","367.0","360.5","353.5","352.0"
"249.0","253.0","263.5","277.0","293.0","294.5"
"341.5","350.0","360.5","372.5","390.0","403.0","414.5","422.5","424.0"
"333.0","340.0","344.5","347.5","351.5","360.0","367.5","371.5","373.0"
"379.5","381.5","387.0","399.0","414.0","415.5"
"72.0","76.5","86.5","105.5","122.0","124.0"
