"175.5","206.0","240.5","284.0","325.5","360.5","387.0","399.0","402.5","404.0"
"201.0","196.0","191.0","177.0","169.0","166.0","160.0","152.5","146.0","144.5"
"276.5","279.0","280.5","284.5","285.5","285.5","285.5","285.5","285.5","285.5","285.5","284.5","282.5","281.0"
"95.0","112.5","133.5","162.0","194.0","237.0","281.5","320.0","359.5","393.0","409.0","420.5","420.5","419.0"
"226.0","234.0","240.0","243.5","243.5","244.5"
"270.0","279.5","289.5","295.0","310.0","311.5"
"212.5","226.5","242.0","262.0","284.5","286.0"
"379.0","364.5","347.5","325.0","310.5","308.5"
"360.5","353.5","346.0","339.5","334.5","333.0"
"253.0","265.0","270.0","275.5","285.0","287.0"
"333.5","340.5","348.0","358.0","367.5","378.0","387.0","388.5"
"301.0","308.0","316.5","321.0","324.5","329.5","330.5","332.5"
"364.0","372.0","382.0","393.5","395.0"
"90.0","92.5","103.0","110.5","112.0"
