"113.5","129.5","147.0","176.5","208.0","244.5","283.0","317.5","347.0","368.0","386.0","397.5","406.0","411.5","413.0"
"171.0","171.0","170.5","167.5","163.0","159.0","155.5","151.5","148.5","146.0","143.5","142.0","140.0","136.5","135.0"
"208.5","207.0","207.0","209.5","214.5","219.5","223.5","227.5","229.5","236.5"
"110.5","118.5","131.0","145.0","159.5","172.5","183.0","194.5","202.0","206.5"
"318.5","318.0","316.5","313.0","306.5","299.5","292.0","285.0","276.5","275.0"
"101.5","107.0","119.0","133.5","150.5","167.5","182.5","198.0","213.0","214.5"
"210.0","217.5","229.5","247.5","264.5","277.5","287.0","293.0","296.0","297.5"
"258.5","259.5","259.5","257.5","255.5","253.0","252.0","251.0","251.0","251.0"
"165.5","179.0","204.0","229.0","251.0","272.0","287.5","299.5","307.0","309.0","311.0"
"322.0","320.5","313.5","309.5","307.0","305.5","304.5","304.0","303.5","303.5","303.5"
"253.5","248.5","242.0","234.5","224.0","211.0","197.5","185.0","173.0","166.0","163.5","162.5","162.5","170.5","187.5","209.5","225.5","240.5","253.5","255.5"
"310.0","313.5","317.0","326.5","340.0","359.0","378.5","397.0","412.5","421.0","425.5","427.5","428.0","427.0","420.5","411.0","404.0","396.5","390.5","389.0"
"266.0","275.0","283.5","294.5","307.0","319.0","331.0","341.5","349.0","350.5"
"362.0","373.5","383.5","394.5","406.5","417.0","427.5","436.5","444.5","446.0"
