"112.0","129.5","154.0","186.0","224.0","265.5","307.0","343.5","374.0","396.5","408.5","413.0","414.5"
"211.0","202.5","197.0","193.5","184.0","171.5","162.0","147.0","138.5","131.0","124.0","121.0","119.0"
"237.5","233.0","230.0","229.5","229.5","229.5","231.0","233.5","237.0","239.0","240.5","241.5","242.5","243.5","245.5"
"93.0","116.5","148.5","189.5","236.0","281.5","331.5","389.0","441.0","475.5","502.5","525.0","535.5","540.5","539.5"
"166.5","170.5","174.5","180.5","182.0"
"272.5","291.0","308.5","318.5","320.5"
"143.5","153.0","166.5","186.5","188.0"
"429.0","421.0","405.0","383.5","381.5"
"302.0","301.5","299.5","294.0","292.0"
"242.0","255.0","272.5","293.0","294.5"
"282.5","294.5","311.0","328.0","343.5","358.0","360.0"
"364.0","372.5","378.5","388.0","393.0","393.0","392.5"
"342.0","350.5","367.5","387.5","389.5"
"88.5","92.0","109.0","125.5","127.0"
