"88.0","113.5","145.0","185.5","230.0","273.0","311.5","343.5","367.5","380.5","385.5","387.0"
"224.5","221.0","209.0","195.0","176.0","163.5","147.5","137.5","123.5","116.5","107.0","105.5"
"266.5","263.0","262.0","262.0","263.0","266.0","270.0","273.5","277.5","282.0","285.0","286.5","287.5","288.5","290.0","290.5","291.0","292.0"
"38.5","43.0","58.5","78.0","107.5","137.0","171.0","213.0","260.0","300.5","343.0","382.0","418.0","441.0","454.0","463.5","463.5","464.5"
"206.0","213.0","217.0","219.0","220.5"
"267.5","271.0","276.0","287.0","289.0"
"188.0","191.5","199.0","213.0","229.5","231.5"
"409.5","406.5","403.5","389.0","374.0","372.0"
"358.0","350.0","343.5","336.0","327.0","325.5"
"245.5","256.5","265.5","271.5","284.5","286.0"
"327.5","335.5","344.5","355.5","369.5","384.0","394.5","405.0","415.5","417.0"
"325.5","334.0","344.5","349.5","359.0","368.5","372.0","373.0","373.0","374.5"
"335.0","341.0","348.0","356.0","367.0","368.5"
"69.0","75.5","84.0","89.0","98.0","99.5"
