"177.0","191.5","215.0","250.0","290.0","331.0","362.5","383.5","396.5","398.0"
"262.5","250.0","236.0","215.5","187.5","158.0","137.0","119.0","103.5","102.0"
"268.0","268.5","268.5","268.5","269.0","270.5","271.0","272.5","273.5","273.5","273.5","274.0"
"119.0","143.0","178.0","217.5","264.5","316.0","360.5","401.0","444.0","468.0","479.5","481.5"
"195.0","198.5","204.0","205.5"
"311.0","321.0","335.5","337.5"
"188.5","200.0","217.0","239.5","241.0"
"399.5","381.5","363.5","340.5","339.0"
"337.0","333.5","329.0","323.5","316.5","314.5"
"231.0","243.0","260.0","276.0","298.0","299.5"
"327.0","339.0","353.0","366.5","379.5"
"342.0","348.5","361.0","371.0","377.0"
"297.5","302.0","316.5","340.5","364.5","366.0"
"91.0","84.5","81.0","81.5","87.5","89.5"
