"157.5","169.0","184.5","205.5","233.0","258.5","284.5","309.0","326.5","341.5","352.5","359.5","361.0"
"226.5","224.5","222.5","220.0","216.5","210.5","203.5","198.5","197.0","196.0","195.0","195.0","193.5"
"269.0","269.5","269.5","269.5","269.5","269.5","269.5","269.5","270.0","270.5","271.5","272.0","272.5","273.0","274.0","275.0","275.0","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.5","275.0","274.5","274.5","273.0","271.5","268.5","264.5","258.5","250.5","244.5","243.0"
"130.0","136.0","140.0","145.0","157.5","165.5","186.0","197.0","214.0","226.5","240.5","260.5","272.5","291.5","310.0","322.0","343.0","363.0","375.5","395.5","408.0","421.5","431.0","445.0","451.0","456.5","463.0","467.0","469.0","469.0","467.0","460.5","455.0","442.5","433.0","431.5"
"214.0","214.5","214.5","214.5","214.5","216.0","217.5","219.5","221.5","223.5"
"274.5","274.5","282.0","290.5","299.5","314.5","320.5","328.5","339.0","340.5"
"156.0","160.0","169.5","184.5","200.5","215.0","231.5","233.0"
"410.5","406.0","402.0","392.0","379.5","374.0","360.0","358.0"
"370.5","367.5","364.0","358.5","351.0","341.0","330.0","322.0","313.5","311.5"
"253.0","257.0","264.0","268.0","272.0","282.0","293.0","301.5","315.5","317.0"
"300.0","304.5","312.5","321.0","329.5","339.5","349.5","357.0","363.0","365.0"
"354.5","359.5","367.0","372.0","375.0","381.0","390.5","396.0","399.5","401.0"
"302.0","304.5","309.0","312.5","315.5","319.0","322.5","325.5","329.0","331.0"
"123.5","126.5","130.0","135.5","138.5","141.0","143.5","148.0","153.5","155.5"
