"187.5","195.0","212.5","240.0","275.5","315.0","348.0","370.0","384.5","386.0"
"220.0","217.0","206.5","197.0","189.5","175.5","169.0","167.0","165.5","163.5"
"275.5","274.0","274.0","274.0","277.5","282.5","288.5","292.5","295.5","296.0","296.0","296.0","296.0","294.0","290.5","289.0"
"110.5","114.5","133.5","161.5","193.5","237.5","284.0","323.5","362.0","392.0","408.5","423.0","432.5","440.5","444.0","445.5"
"199.5","211.5","224.0","236.5","246.0","248.0"
"271.0","270.0","270.0","270.5","279.5","281.0"
"196.0","201.5","213.0","231.5","253.5","276.5","278.0"
"362.5","357.0","349.0","330.0","313.5","298.5","296.5"
"367.5","360.0","351.5","341.0","329.5","324.0","322.0"
"191.5","192.0","203.5","218.5","241.0","257.0","258.5"
"315.5","317.0","319.5","326.5","338.5","354.5","370.0","391.0","407.5","421.5","432.5","434.0"
"278.5","287.5","294.0","297.0","301.5","316.0","322.5","336.5","345.0","349.0","350.0","351.5"
"334.5","338.5","345.5","355.5","371.5","373.0"
"72.0","87.5","102.0","114.5","136.0","138.0"
