"205.0","217.0","235.0","258.0","284.0","308.5","331.0","352.0","372.5","390.5","406.5","418.0","422.0","423.5"
"188.5","183.0","173.5","168.0","157.5","145.5","138.5","126.5","117.5","113.0","104.5","96.5","92.5","91.0"
"296.0","295.0","295.0","295.0","296.5","297.0","298.5","298.5","298.5","299.0","299.5","299.5","299.5","301.0"
"87.5","101.5","124.0","159.5","196.5","238.5","277.5","316.0","347.5","377.5","400.0","419.0","424.0","425.5"
"226.0","228.5","236.5","243.5","251.0","258.0","260.5","262.0"
"243.0","242.0","242.0","243.0","248.0","262.5","271.5","273.0"
"217.0","221.0","233.5","251.0","273.0","296.5","298.0"
"355.5","351.0","336.0","318.0","296.5","272.5","271.0"
"353.0","351.5","351.0","348.0","342.5","341.0"
"213.0","216.5","221.0","235.0","244.0","245.5"
"333.5","338.5","345.5","355.5","369.0","383.5","395.0","405.5","416.0","418.0"
"281.5","287.0","294.0","298.0","307.0","315.5","319.0","320.5","319.0","317.5"
"364.0","369.0","380.0","394.0","395.5"
"51.5","59.0","62.5","70.5","72.5"
