"121.5","174.5","214.0","256.0","300.5","345.0","381.5","406.5","421.5","430.5","434.5","434.5","431.0","414.5","413.0"
"271.5","249.5","231.0","216.0","197.0","176.5","166.5","158.0","151.0","147.5","146.0","144.5","144.5","144.5","143.5"
"260.5","258.0","257.5","257.0","257.0","257.0","257.0","257.0","255.5","252.5","250.5","249.5","248.0","247.5","247.5","247.5","247.0"
"140.5","165.0","191.5","229.5","267.0","307.5","345.5","387.5","426.0","456.0","476.0","494.0","502.0","504.5","505.5","496.0","494.5"
"166.5","169.5","171.5","177.0","180.5","182.5"
"299.5","308.5","321.0","342.0","359.5","361.0"
"145.5","154.5","168.5","192.5","226.5","228.0"
"448.5","438.5","429.0","411.5","390.5","389.0"
"368.5","365.5","360.5","351.5","341.0","339.0"
"261.5","267.5","276.0","294.0","316.0","317.5"
"289.0","294.0","303.5","319.0","338.5","358.0","372.0","388.0","398.5","400.0"
"377.0","387.0","398.5","413.5","425.5","440.5","449.5","454.5","454.5","455.5"
"397.5","407.5","426.0","428.0"
"74.5","85.5","97.5","99.5"
