"205.0","221.5","242.0","265.5","289.5","308.5","324.0","335.5","341.0","342.5"
"321.0","315.0","305.0","299.0","296.5","293.0","288.5","285.5","284.0","282.0"
"265.0","266.0","266.0","267.5","270.0","272.0","275.0","277.5","278.5","280.0","280.5","280.5","280.5","280.5","279.5","278.0","277.0","275.5","274.0","271.0","269.5"
"248.0","251.5","262.5","269.5","284.0","294.0","314.5","332.0","349.5","369.5","393.0","414.0","427.0","445.5","454.0","465.0","471.0","473.5","473.5","463.5","462.0"
"204.5","208.0","213.0","219.5","227.5","235.0","241.0","243.0"
"370.0","363.5","357.5","355.0","353.5","353.5","354.0","355.5"
"220.5","219.0","223.0","229.5","238.0","248.0","259.5","261.0"
"421.5","419.5","412.0","405.0","399.0","387.0","378.5","377.0"
"338.5","332.0","326.5","322.0","320.5"
"323.5","326.0","333.5","341.0","343.0"
"311.5","317.0","325.5","335.5","345.0","357.0","366.0","374.0","381.5","383.0"
"376.0","377.5","379.0","382.5","386.5","390.0","392.5","394.0","394.0","395.5"
"390.0","391.5","391.5","394.5","398.0","401.5","408.0","409.5"
"277.0","286.5","293.5","299.0","313.5","321.0","338.0","339.5"
