"112.0","116.5","127.0","145.5","173.5","204.0","236.5","270.5","307.0","341.5","371.5","393.5","409.0","419.5","428.5","430.0"
"186.0","185.5","185.5","183.5","180.5","178.0","175.5","171.5","167.5","163.0","160.5","158.0","156.0","155.5","155.5","155.0"
"289.0","289.0","289.0","286.5","283.5","282.5","282.5","285.0","288.5","290.5","291.5","292.0","292.5","293.0","293.0","292.5","288.5","273.5","254.5","238.5","224.0","217.0","213.0"
"106.0","111.0","122.0","136.0","155.5","184.0","214.0","246.5","280.5","316.0","352.5","388.5","418.0","437.5","451.0","459.5","463.0","461.5","449.5","436.5","421.5","407.0","374.0"
"151.0","155.5","160.5","168.5","178.0","185.0","186.5"
"253.0","259.5","267.5","281.0","297.5","316.5","318.5"
"148.5","149.0","154.0","167.5","187.0","212.0","240.5","269.0"
"385.5","378.0","365.0","346.5","329.5","312.5","298.0","285.0"
"431.0","425.0","412.0","397.5","380.5","359.5","339.0"
"238.5","238.5","241.0","247.5","256.0","273.5","295.0"
"338.0","351.0","364.5","385.5","404.5","422.0","440.5","455.0","457.0"
"352.5","360.5","366.0","376.5","386.5","392.5","398.5","405.0","406.5"
"401.5","406.5","419.5","436.5","452.0","469.0","470.5"
"85.0","87.5","92.5","103.5","116.5","129.5","131.5"
