"194.0","217.0","241.0","271.0","302.5","334.5","362.5","382.0","397.5","408.0","412.5","414.0"
"217.0","213.5","204.5","197.0","192.0","183.0","173.5","170.0","168.0","166.5","163.0","161.5"
"292.5","295.5","299.0","301.0","303.5","305.0","305.5","305.5","304.5","302.0","300.5","299.5","298.0","297.0","297.0","295.0","293.5"
"117.0","152.5","194.5","216.5","242.5","274.0","316.0","354.5","394.0","425.5","452.5","475.0","497.5","505.5","508.0","508.0","507.5"
"225.0","234.5","240.0","244.5","246.0"
"274.0","283.0","292.0","301.0","302.5"
"201.0","204.5","213.0","226.0","246.0","247.5"
"418.0","412.5","404.5","396.0","379.0","377.5"
"384.5","380.0","375.0","366.5","357.0","355.5"
"246.5","250.5","263.5","271.0","284.5","286.5"
"331.0","335.0","343.0","352.0","364.5","374.5","386.5","395.5","405.5","407.0"
"338.0","345.0","348.5","355.0","365.5","370.5","374.0","374.5","374.5","374.5"
"368.0","381.5","395.5","410.5","423.5","440.5","455.0"
"88.5","100.0","113.5","128.5","138.5","151.5","164.5"
