"203.0","209.0","217.0","228.5","243.5","263.0","284.5","304.5","323.0","338.5","347.5","349.0"
"216.0","215.0","214.5","211.5","206.0","201.5","199.5","199.5","199.5","201.5","204.0","205.5"
"281.0","282.5","282.5","284.0","285.0","287.0","288.5","291.5","295.0","299.0","302.5","307.0","309.0","311.0","312.0","314.0","315.0","316.0","316.0","316.0","312.0","304.5","294.5","285.5","275.5","266.0"
"119.0","122.5","132.5","139.0","155.0","167.5","189.5","216.5","243.0","272.0","303.0","334.5","364.0","390.0","408.5","423.5","441.0","449.5","453.0","455.5","455.5","452.0","433.0","418.0","403.5","400.5"
"190.0","203.0","210.0","217.0","222.5","224.0"
"282.0","283.0","282.0","280.0","278.5","277.0"
"168.0","173.0","182.5","197.0","211.0","230.5","232.0"
"353.0","351.5","349.5","334.5","325.5","308.0","306.5"
"370.5","360.0","353.0","346.5","338.5","336.5"
"255.0","263.0","264.5","267.0","269.5","271.0"
"335.0","339.0","344.5","351.0","359.0","367.5","377.0","390.0","402.5","419.0","435.5","452.0","469.5","471.5"
"305.5","308.5","311.0","315.0","318.0","320.0","322.0","324.0","327.5","333.5","339.5","343.0","344.0","345.5"
"428.0","433.5","440.0","448.0","454.5","464.5","466.0"
"135.5","141.5","145.0","157.0","164.5","184.0","185.5"
