"78.5","105.0","134.5","177.0","223.0","269.0","315.5","358.0","392.0","416.0","426.0","427.0","428.5"
"209.5","197.0","190.0","175.0","163.5","148.5","137.5","123.0","116.0","113.5","109.5","104.5","102.5"
"255.5","257.5","258.5","261.0","263.0","265.0","267.0","268.0","268.0","268.0","268.0","268.0","262.0"
"66.0","98.0","133.5","176.0","217.0","263.5","308.0","345.5","385.5","421.0","439.5","448.5","420.5"
"183.5","191.5","195.0","198.0","200.0"
"243.0","259.5","270.0","289.5","291.5"
"159.0","168.5","184.0","204.0","224.5","226.5"
"375.5","370.0","353.5","330.5","305.5","304.0"
"346.5","345.5","335.0","322.0","311.0","309.0"
"194.5","202.5","217.5","238.5","248.0","250.0"
"290.5","294.5","303.5","316.0","332.0","348.0","364.0","376.0","388.5","390.0"
"286.0","292.5","296.0","298.5","306.0","314.5","320.0","321.0","321.0","321.0"
"375.0","386.5","397.0","411.5","426.0","427.5"
"39.0","51.5","64.5","85.5","109.5","111.0"
