"156.0","180.5","215.0","254.0","296.0","338.0","376.5","410.0","436.5","452.5","462.5","464.5","466.0"
"218.5","215.5","206.0","196.0","186.0","172.5","165.5","156.0","147.5","144.5","143.0","140.0","138.5"
"288.5","285.5","285.5","285.5","285.5","286.0","286.5","288.5","290.0","290.0","291.5","292.5","294.5","296.5"
"87.5","114.0","143.5","185.0","220.0","262.5","304.0","344.5","388.5","422.0","448.0","469.5","479.5","481.5"
"189.0","192.0","196.0","202.5","208.5","215.0","217.0"
"267.5","270.0","279.5","291.0","297.0","312.5","314.0"
"168.0","178.5","190.5","209.5","211.0"
"428.0","420.0","406.0","388.5","386.5"
"378.0","376.0","372.5","366.0","359.5","358.0"
"225.0","238.0","245.5","264.5","277.0","278.5"
"331.0","336.0","344.5","356.5","370.5","385.0","396.0","413.0"
"355.0","367.0","374.0","381.5","392.5","398.5","400.0","418.5"
"395.5","399.0","409.0","421.0","438.0","439.5"
"77.0","83.0","88.0","97.0","112.0","113.5"
