"187.0","214.5","247.0","286.0","322.0","350.5","368.5","382.0","389.5","391.0"
"182.5","177.5","171.5","168.0","164.5","161.0","159.0","157.0","155.0","153.0"
"281.0","278.5","278.5","278.5","278.0","277.5","276.0","275.0","275.0","275.0","275.0","275.0","275.0","273.5","270.5","267.0","265.5"
"108.5","126.5","152.5","186.5","217.5","254.5","291.0","321.0","349.0","377.0","399.5","423.0","440.0","449.0","452.0","452.5","454.5"
"198.0","210.5","220.0","230.0","237.5","242.0","243.5"
"245.5","244.5","244.5","244.5","246.5","261.0","262.5"
"163.5","175.5","190.0","210.5","234.0","257.0","258.5"
"347.5","338.5","327.0","315.0","300.0","282.0","280.0"
"360.0","353.5","343.5","330.5","319.5","308.0","306.5"
"198.5","208.5","217.0","232.5","243.5","263.0","265.0"
"313.0","318.5","327.0","338.5","357.0","376.5","396.5","412.5","425.0","426.5"
"275.5","279.0","289.0","295.5","311.5","323.5","335.5","343.0","345.0","346.5"
"380.0","385.5","394.5","404.0","412.0","414.0"
"95.0","112.0","118.5","133.5","142.5","144.0"
