"203.5","210.0","219.5","233.0","250.0","269.0","289.0","309.0","327.0","344.5","358.0","369.0","377.0","382.0","384.0"
"245.0","244.0","243.5","240.5","233.5","228.0","223.5","222.0","221.0","220.5","220.0","219.5","219.5","219.5","218.0"
"291.0","292.0","292.0","294.5","296.0","298.0","299.0","300.0","300.5","300.5","300.5","299.5","297.0","293.0","289.0","285.0","282.0","279.0","275.5","272.5","268.0","262.0","260.5"
"160.5","163.5","167.5","178.0","188.0","205.0","217.0","238.5","260.0","283.0","304.0","326.5","349.5","375.0","398.0","416.5","426.0","434.0","440.5","442.0","440.0","432.5","431.0"
"232.5","231.5","231.0","230.5","229.0","228.0","227.5","226.0"
"278.5","291.5","297.5","308.5","318.0","323.5","332.5","334.0"
"175.5","180.5","189.0","200.0","214.5","232.0","248.5","250.5"
"397.0","394.0","389.0","381.5","377.0","369.5","357.5","356.0"
"399.5","392.5","387.5","378.5","372.0","365.0","359.0","357.5"
"270.5","272.5","274.5","284.5","291.5","295.5","300.5","302.0"
"350.5","355.5","363.5","370.0","375.5","382.0","389.5","394.0","397.0","398.5"
"346.5","349.0","351.5","360.5","369.0","377.0","391.0","397.5","402.0","403.5"
"338.5","341.5","345.5","350.5","355.5","362.0","367.0","368.5"
"156.0","159.5","163.5","166.5","172.5","184.0","190.0","192.0"
