"175.5","187.0","202.5","220.5","242.0","265.0","287.5","308.5","323.0","336.0","338.0"
"217.5","216.5","216.5","216.5","216.0","214.5","212.5","210.0","208.5","206.5","205.0"
"251.5","253.5","254.5","258.0","261.0","263.5","266.5","268.5","270.5","271.5","271.5","271.5","271.5","271.5","270.5","268.0","262.5","260.5"
"167.5","172.0","187.0","199.5","216.0","240.0","260.0","282.0","301.5","321.0","342.0","356.0","369.5","375.0","379.0","380.0","379.5","378.0"
"189.0","198.5","209.0","217.5","225.0","232.0","234.0"
"268.5","270.5","271.0","273.0","276.0","281.0","282.5"
"187.5","198.5","212.0","226.5","228.0"
"325.0","322.5","312.5","303.0","301.5"
"323.5","317.0","307.0","298.0","292.0","288.5","287.0"
"270.0","271.5","272.5","275.5","279.5","282.0","284.0"
"316.5","323.0","331.5","341.0","350.5","360.0","367.5","369.5"
"309.0","317.0","321.0","323.5","324.5","325.0","325.0","326.0"
"305.5","321.5","328.5","338.0","349.0","360.0","361.5"
"136.5","157.5","163.5","168.5","176.0","186.0","187.5"
