"135.5","158.0","183.0","214.5","248.5","282.5","313.0","338.5","357.5","371.0","379.5","383.5","385.0"
"217.0","207.0","197.0","189.0","174.0","164.5","151.0","143.5","140.5","137.5","134.5","131.5","129.5"
"280.0","276.0","276.0","275.5","274.0","272.0","272.0","272.0","272.0","273.0","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5"
"64.0","82.0","102.0","135.5","170.0","212.0","249.0","288.0","321.0","358.0","394.0","423.0","443.0","452.5","458.0","459.5","437.5","436.0"
"203.0","205.5","206.0","208.0","208.5","210.0"
"259.5","268.0","273.5","287.5","295.5","297.0"
"183.0","187.5","195.0","209.0","224.0","225.5"
"379.0","376.5","374.5","360.0","346.0","344.5"
"343.5","342.5","341.5","336.0","334.5"
"222.0","233.5","241.5","249.0","250.5"
"316.5","320.5","324.5","332.5","341.5","349.0","359.0","366.5","372.5","379.0","383.5","385.0"
"301.5","312.5","321.0","328.0","341.5","348.0","359.5","367.0","370.5","370.5","359.0","357.5"
"346.0","353.0","365.0","376.5","389.5","391.5"
"85.5","87.5","88.5","95.5","106.5","108.0"
