"186.5","201.0","221.5","248.5","278.0","306.5","327.0","345.0","356.5","358.0"
"324.0","321.0","315.0","304.0","299.0","297.0","294.0","290.5","288.0","286.5"
"262.0","264.0","264.5","266.5","268.5","270.5","271.5","273.0","274.0","276.0","278.5","280.0","280.5","282.0","282.5","282.5","282.5","282.5","280.5"
"248.5","253.0","264.5","271.0","288.0","301.0","321.0","343.0","367.0","390.0","410.5","425.0","445.5","455.0","469.0","474.5","477.0","477.5","479.0"
"214.5","215.5","217.5","224.0","232.0","238.5","244.0","246.0"
"384.0","379.0","376.0","373.0","368.0","364.5","364.5","363.0"
"219.0","222.0","229.5","238.0","247.5","249.0"
"403.5","401.0","397.5","386.5","379.5","378.0"
"349.0","346.5","342.0","335.5","330.0","326.0","324.0"
"330.5","333.5","338.0","343.0","345.0","347.5","349.0"
"326.5","337.0","345.0","358.0","368.0","379.5","389.0","394.5","396.5"
"374.5","381.0","384.0","389.0","391.5","393.5","394.0","394.0","393.5"
"401.5","406.0","410.0","417.0","426.0","435.5","437.0"
"273.5","285.5","293.5","298.0","309.5","319.5","321.0"
