"99.0","103.5","113.5","132.0","162.0","198.5","238.5","280.5","321.5","363.0","401.5","433.0","456.0","474.5","486.5","495.0","498.5","500.0"
"211.5","211.5","211.5","211.0","206.5","200.5","193.5","187.0","182.5","177.5","173.5","172.0","172.0","172.5","176.0","179.5","184.0","185.5"
"294.0","294.5","295.5","299.5","304.0","308.5","311.0","312.5","314.5","317.5","320.0","322.0","325.0","328.5","330.5","330.5","330.0","323.5","310.5","297.0","283.0"
"110.5","113.5","123.0","138.5","159.0","187.5","218.5","251.0","285.0","321.0","356.0","391.0","421.0","445.0","460.5","469.5","475.0","476.0","470.5","452.0","427.0"
"156.0","160.5","168.0","178.5","187.5","189.0"
"278.5","286.5","300.5","323.0","347.5","349.0"
"182.0","176.5","176.5","187.5","208.5","234.0"
"448.0","438.0","428.5","409.5","387.5","362.0"
"441.0","435.5","426.5","415.0","407.0","398.0"
"253.0","254.0","259.0","277.0","299.0","323.0"
"412.5","418.0","430.0","447.5","473.5","497.5","516.0","518.0"
"400.0","401.0","402.0","406.5","413.0","417.0","419.5","421.0"
"420.5","421.0","425.5","435.0","450.0","451.5"
"75.5","82.0","87.5","97.5","112.0","113.5"
