"177.5","192.0","211.5","239.5","271.0","304.0","334.5","359.0","375.0","387.5","394.5","396.5"
"259.5","253.0","248.0","242.5","230.0","221.5","218.5","215.0","212.0","209.0","205.5","204.0"
"289.5","289.0","289.0","289.5","291.5","294.0","297.0","299.5","304.0","308.0","313.0","317.5","321.5","324.5","327.0","328.0","328.0","328.0","325.0","318.0","306.5","304.5"
"150.5","165.5","182.5","198.5","218.0","243.0","269.0","294.5","320.5","346.5","372.5","399.5","424.0","444.5","458.5","473.5","479.5","484.0","485.5","485.5","476.5","475.0"
"219.5","224.5","234.5","245.0","256.0","267.5","273.5","275.0"
"339.0","333.0","329.5","328.0","327.5","327.5","335.5","337.5"
"227.0","222.5","224.0","236.0","253.0","270.5","288.5","290.0"
"404.5","403.5","403.5","396.5","381.0","369.5","353.5","352.0"
"382.0","377.5","369.5","358.0","344.5","331.5","323.5","321.5"
"258.0","260.5","267.5","276.5","294.5","316.0","326.5","328.0"
"331.5","337.0","345.5","361.5","381.5","403.0","424.5","442.0","458.0","469.5","477.5","479.5"
"348.5","350.5","355.0","369.5","378.0","391.5","400.0","402.5","404.5","404.5","403.5","401.5"
"383.0","385.5","390.5","396.5","404.0","412.5","414.0"
"124.5","136.5","142.5","154.0","164.5","180.5","182.5"
