"116.0","127.0","143.0","169.0","197.5","230.0","262.5","292.0","319.0","341.0","361.5","375.0","384.5","391.0","395.0","399.0"
"159.0","157.5","155.0","149.5","145.0","140.0","135.5","132.5","129.5","127.5","125.5","124.0","122.5","121.5","120.0","116.5"
"198.0","196.5","196.5","200.5","206.5","212.5","219.5","227.0","239.5","241.0"
"112.0","121.5","132.5","151.0","170.0","187.5","202.0","209.0","209.5","211.5"
"351.0","348.0","344.0","334.5","324.5","315.0","305.0","296.0","285.5"
"97.0","106.5","120.5","141.0","161.0","180.0","197.0","210.0","225.5"
"195.0","203.0","217.0","241.5","266.5","290.5","308.0","319.0","326.0"
"262.5","262.0","261.0","256.5","252.5","249.5","248.5","248.0","249.0"
"163.5","172.5","189.5","214.0","241.0","268.5","294.5","314.0","331.0","333.0"
"333.0","330.5","329.5","326.0","322.0","318.0","313.5","309.0","306.5","305.0"
"269.0","261.5","251.0","242.5","229.0","216.5","203.0","192.0","185.0","181.5","180.5","180.5","186.5","204.0","227.5","249.5","269.0","284.0","285.5"
"321.5","326.0","333.0","343.0","360.0","379.0","399.5","416.5","429.0","436.5","440.0","441.0","441.0","436.0","426.5","418.0","411.0","404.0","402.5"
"299.0","304.5","312.0","321.0","333.0","345.5","358.5","369.0","380.0"
"370.0","378.0","389.0","401.0","413.5","424.5","435.0","444.0","456.0"
