"217.5","236.5","256.0","285.0","311.5","331.0","348.5","360.5","366.5","368.0","370.0"
"313.5","302.5","299.0","293.5","284.5","279.5","276.5","275.0","274.5","274.5","273.5"
"287.0","288.0","288.5","289.5","291.5","293.0","295.5","298.5","302.0","306.0","310.0","312.5","314.0","315.0","316.0","316.0","316.0","316.0","314.0","310.0","302.5"
"246.5","249.5","260.0","267.5","283.0","294.0","314.5","332.5","350.5","370.5","396.5","417.0","430.5","448.5","459.5","471.5","476.0","478.0","478.0","474.0","458.5"
"243.5","248.5","257.0","265.5","273.5","275.0"
"377.5","372.0","365.0","359.5","356.5","355.0"
"243.5","246.5","252.0","261.0","273.0","275.0"
"423.0","419.0","409.0","403.5","395.5","394.0"
"355.0","347.0","341.0","335.0","329.0","327.5"
"327.0","337.0","343.5","347.0","351.0","352.5"
"325.5","330.5","338.5","348.0","359.0","369.5","383.0","392.0","399.0","400.5"
"375.5","376.0","376.0","376.0","376.5","377.0","377.0","377.0","377.0","377.0"
"407.0","412.5","418.0","425.0","436.0","445.5","447.5"
"292.5","295.0","297.0","303.5","314.5","320.5","322.0"
