"212.0","229.0","249.0","275.0","301.0","322.0","338.0","347.5","351.0","353.0"
"267.0","257.5","250.0","245.5","239.0","229.5","225.0","223.0","221.0","219.5"
"280.5","282.0","283.5","287.0","290.5","294.0","297.0","301.0","304.0","305.5","306.5","307.0","307.0","307.0","307.0","304.5","302.5"
"197.0","207.0","215.0","226.0","242.0","266.0","291.0","316.5","342.5","368.0","389.0","404.5","422.5","430.5","436.0","436.5","437.5"
"211.5","219.0","228.0","237.0","238.5"
"325.0","314.5","306.5","302.0","300.5"
"221.0","227.0","235.0","242.5","256.0","257.5"
"374.5","371.0","360.0","353.5","341.5","340.0"
"352.0","350.5","348.0","342.5","337.0","335.5"
"275.0","279.5","288.5","293.5","298.0","299.5"
"345.5","353.5","366.0","379.0","392.0","403.0","414.5","420.5","423.5","425.0"
"345.0","347.5","347.5","348.5","349.5","350.0","350.5","350.5","350.5","350.0"
"402.5","406.0","411.5","418.0","425.5","427.0"
"223.5","235.0","243.0","247.5","259.0","260.5"
