"102.0","112.0","129.5","155.5","185.5","217.0","251.0","286.5","319.0","346.5","368.0","388.0","401.0","409.0","412.5","411.0","393.0"
"168.0","167.0","167.0","165.0","158.0","148.5","143.0","136.0","123.5","118.0","116.0","115.0","112.0","108.5","104.5","98.0","90.0"
"244.5","241.5","239.5","238.0","237.0","237.0","237.0","237.0","237.0","237.0","237.0","239.0","242.0","246.0","248.5","250.5","252.0","253.5","254.0","253.0","251.0"
"45.0","52.5","62.0","81.5","111.5","140.5","182.5","222.5","265.5","313.5","349.5","385.5","416.5","445.0","458.0","471.0","476.5","477.5","464.5","435.5","434.0"
"142.0","142.5","144.0","150.5","156.5","160.5","162.0"
"244.0","252.0","267.0","293.0","316.5","335.5","337.5"
"121.0","123.5","132.0","147.5","166.5","187.0","206.5","208.0"
"423.0","412.5","403.0","383.5","364.5","348.0","327.5","326.0"
"334.5","332.0","330.0","325.0","317.5","316.0"
"208.0","213.5","219.0","234.0","248.0","249.5"
"286.0","292.0","300.5","312.0","324.5","338.0","349.5","362.5","372.0","383.5","393.5","401.0","402.5"
"311.5","317.0","321.5","326.0","338.0","346.5","355.5","369.5","376.5","387.5","393.5","393.5","394.0"
"321.5","326.5","337.0","347.5","362.5","376.0","391.0","406.5","408.0"
"54.0","57.0","59.0","63.0","68.5","79.0","86.5","92.0","93.5"
