"168.5","173.0","186.5","219.5","257.5","300.5","342.5","375.0","394.5","405.5","409.0","397.0"
"260.0","265.0","265.0","259.5","253.0","247.0","241.0","238.5","238.0","238.0","238.0","237.0"
"226.5","229.0","229.5","231.5","235.0","239.5","244.5","249.5","258.0","273.0"
"226.0","239.0","249.0","262.5","276.0","287.5","297.0","301.5","302.0","297.5"
"349.0","346.5","341.5","333.5","326.5","319.0","312.0","304.5","289.0"
"214.0","229.5","244.0","260.5","277.5","293.0","305.5","318.0","333.0"
"206.5","212.5","224.0","240.0","265.5","295.5","328.5","355.0","372.5","381.5"
"347.5","344.5","344.5","342.0","338.5","333.0","323.5","318.0","316.5","317.5"
"285.5","282.5","281.0","278.0","275.0","268.5","261.5","254.5","248.5","247.0"
"377.0","380.0","384.0","391.5","401.5","417.0","433.5","451.5","470.0","471.5"
"381.0","384.0","388.5","393.5","400.5","412.0","431.0","452.5"
"403.0","406.5","412.5","418.5","425.5","436.0","447.5","462.5"
