"168.0","171.5","179.5","197.0","227.5","260.0","295.0","328.5","359.5","381.0","394.5","402.0","403.5","394.0"
"237.0","236.5","236.5","236.5","236.5","234.0","230.5","226.5","224.5","223.5","223.5","223.5","223.5","221.0"
"247.5","249.0","249.0","249.0","249.0","249.5","250.0","251.0","251.5","253.5"
"198.0","212.5","226.5","243.5","263.5","279.0","294.5","308.0","317.0","318.5"
"330.5","331.0","331.0","330.5","327.5","324.0","319.0","312.5","300.5","299.0"
"203.5","215.5","226.0","240.0","258.0","274.5","290.0","304.0","321.5","323.5"
"192.5","202.5","212.5","233.5","259.0","289.0","319.0","346.0","364.0","376.0","382.0","380.0"
"346.5","344.5","344.0","338.0","332.0","325.5","320.5","318.0","318.0","318.0","318.5","326.0"
"259.0","253.0","246.0","234.0","222.0","206.5","196.0"
"369.5","384.5","396.0","408.5","420.5","433.0","446.0"
"320.5","329.0","333.5","338.5","345.5","357.5","372.0","394.5","418.0","440.5"
"376.5","385.0","389.5","394.0","399.5","407.0","415.5","424.0","432.5","447.0"
