"273.0","263.5","246.5","223.0","195.5","167.0","139.0","116.0","102.0","94.0","92.5","90.5"
"90.0","99.5","116.0","137.0","162.0","187.0","207.0","221.0","229.0","233.5","233.5","234.0"
"291.5","295.5","304.5","314.5","335.5","360.5","388.5","416.0","441.0","462.0","463.5"
"82.5","83.0","85.0","94.0","112.0","133.0","157.0","182.5","206.5","226.0","228.0"
"343.5","327.0","309.0","282.5","248.5","214.5","183.0","181.0"
"199.5","197.0","195.5","195.5","196.0","200.0","206.5","208.5"
"365.5","350.0","310.5","264.5","219.5","182.5","157.5"
"258.0","261.0","265.0","271.5","278.5","283.5","285.0"
"253.0","257.5","260.5","261.0","258.0","249.0","238.0","228.5","223.0","219.5","219.0","219.0","222.0","234.0","259.0","284.5","304.5","321.5","335.5","337.0"
"245.0","246.0","251.5","268.5","301.5","333.0","360.5","380.0","391.5","395.5","397.0","397.5","397.5","396.5","393.0","389.0","385.0","381.0","374.0","372.0"
"319.0","330.0","342.5","357.0","371.5","387.5","404.0"
"318.5","333.0","352.0","373.0","399.5","430.5","466.0"
