"213.5","218.5","234.0","262.5","292.0","321.5","350.5","370.0","382.0"
"166.0","165.5","165.5","163.0","158.5","155.5","153.0","152.5","154.0"
"140.0","141.0","141.0","143.0","149.0","154.5","160.0","167.0","173.0","175.0"
"284.5","294.0","311.0","328.5","352.5","374.5","397.0","417.0","432.0","433.5"
"157.0","166.5","188.5","220.5","257.0","297.0","334.0","367.0","395.0","415.5","432.5","443.0","448.0","450.5","450.5","449.0","441.0","432.5","423.5","416.5","411.5","406.5","402.5","398.0","393.0","382.0"
"289.5","283.5","277.0","267.5","255.5","245.5","240.5","238.5","238.5","238.5","243.5","252.0","261.0","274.5","291.5","310.0","331.0","351.0","369.5","384.5","395.5","402.5","406.0","406.5","404.5","389.0"
"277.5","279.5","280.0","282.5","283.0","284.0","284.5","285.0","285.0","285.0","287.0"
"185.0","197.5","209.5","229.0","248.0","269.0","290.0","309.0","327.5","341.0","357.5"
"216.0","227.5","238.0","239.5"
"315.0","318.5","322.0","323.5"
"207.0","219.5","234.0"
"362.0","365.0","366.0"
"336.5","349.5","360.5","362.0"
"300.0","306.5","307.0","308.5"
"325.5","334.0","349.0","376.0"
"343.5","347.5","347.5","352.5"
