epoch,accuracy,loss,val_accuracy,val_loss
0,0.326241135597229,1.1514958143234253,0.5625,0.9949942231178284
1,0.41134750843048096,1.0428493022918701,0.5625,0.9284737706184387
2,0.542553186416626,0.9657819867134094,0.59375,0.8704699277877808
3,0.5957446694374084,0.9079245924949646,0.625,0.8027046918869019
4,0.6879432797431946,0.8390711545944214,0.65625,0.7284085154533386
5,0.7340425252914429,0.7806382179260254,0.875,0.6582697033882141
6,0.7517730593681335,0.7252592444419861,0.9375,0.5986586809158325
7,0.7482269406318665,0.6883262395858765,0.90625,0.5475399494171143
8,0.8085106611251831,0.6222174763679504,0.90625,0.4998827576637268
9,0.7943262457847595,0.5950988531112671,0.9375,0.4541606903076172
10,0.8439716100692749,0.5548139810562134,0.9375,0.413673460483551
11,0.8829787373542786,0.5063238143920898,0.96875,0.3751239478588104
12,0.9042553305625916,0.477032333612442,0.96875,0.33704015612602234
13,0.936170220375061,0.4346259832382202,1.0,0.2947880029678345
14,0.9539006948471069,0.40555012226104736,1.0,0.2557440996170044
15,0.9716312289237976,0.34696096181869507,1.0,0.2118305265903473
16,0.9751772880554199,0.30504918098449707,1.0,0.17237310111522675
17,0.9964538812637329,0.27108249068260193,1.0,0.14009223878383636
18,0.9929078221321106,0.23872093856334686,1.0,0.11517804861068726
19,0.9964538812637329,0.20814955234527588,1.0,0.09637847542762756
20,0.9964538812637329,0.1765245795249939,1.0,0.08295103907585144
21,0.9964538812637329,0.15306735038757324,1.0,0.0726597011089325
22,0.9929078221321106,0.14517278969287872,1.0,0.06440091133117676
23,0.9964538812637329,0.12562373280525208,1.0,0.05763723701238632
24,0.9964538812637329,0.11179374158382416,1.0,0.05210943520069122
25,0.9964538812637329,0.1059969887137413,1.0,0.04775033891201019
26,1.0,0.09232992678880692,1.0,0.04403059557080269
27,1.0,0.08620589971542358,1.0,0.04051608592271805
28,1.0,0.08080478012561798,1.0,0.03754683583974838
29,1.0,0.07461874932050705,1.0,0.03530862554907799
30,1.0,0.07156337797641754,1.0,0.03343994915485382
31,1.0,0.06672168523073196,1.0,0.03129255026578903
32,1.0,0.06298515200614929,1.0,0.02967039868235588
33,1.0,0.061006247997283936,1.0,0.02829274907708168
34,1.0,0.05763114616274834,1.0,0.026853853836655617
35,1.0,0.0550539568066597,1.0,0.025664888322353363
36,1.0,0.051727794110774994,1.0,0.02470713108778
37,1.0,0.04911384731531143,1.0,0.023817993700504303
38,1.0,0.04854442551732063,1.0,0.02282024919986725
39,1.0,0.04646536707878113,1.0,0.021811608225107193
40,1.0,0.044549159705638885,1.0,0.02085183374583721
41,1.0,0.041768401861190796,1.0,0.020019542425870895
42,1.0,0.040392547845840454,1.0,0.019321955740451813
43,1.0,0.0399201437830925,1.0,0.018693707883358
44,1.0,0.03781525790691376,1.0,0.01812657341361046
45,1.0,0.036710239946842194,1.0,0.01760466955602169
46,1.0,0.0360928438603878,1.0,0.017104730010032654
47,1.0,0.034650541841983795,1.0,0.01664486527442932
48,1.0,0.03466236963868141,1.0,0.01622214913368225
49,1.0,0.03385476768016815,1.0,0.01581195928156376
